energy, eV	Re eps	Im eps
8.517E+02	9.952E-01	3.132E-03
9.296E+02	9.958E-01	2.455E-03
1.012E+03	9.964E-01	1.877E-03
1.188E+03	9.974E-01	1.065E-03
1.254E+03	9.977E-01	8.790E-04
1.487E+03	9.982E-01	6.194E-04
1.550E+03	9.983E-01	5.335E-04
1.772E+03	9.988E-01	3.358E-04
2.067E+03	9.993E-01	1.975E-04
2.480E+03	9.994E-01	4.719E-04
3.100E+03	9.995E-01	2.399E-04
3.543E+03	9.996E-01	1.814E-04
4.134E+03	9.997E-01	1.050E-04
4.960E+03	9.998E-01	5.499E-05
6.200E+03	9.998E-01	2.500E-05
7.086E+03	9.999E-01	1.556E-05
8.267E+03	9.999E-01	9.040E-06
8.552E+03	9.999E-01	8.040E-06
9.186E+03	9.999E-01	6.260E-06
9.920E+03	9.999E-01	4.780E-06
  0.10000000116860974       -2313.0144096777185       -2170.7893553047934       -2119.5928525088439       -2323.9073674428178       -2128.7988420779384       -2130.2480108292211       -2495.8209993956284       -4249.2340273452110     
  0.20000000233721948       -1427.8640921856593       -1391.3378852115220       -1337.3107970906738       -1482.9982805186871       -1343.4860345685800       -1349.9199345186312       -1247.1018862106389       -2124.6170136726055     
  0.30000001061125658       -1027.2418509266392       -1011.9767266481526       -975.30961541122792       -1097.6490540008729       -979.14243354482608       -983.65945703805960       -830.54882370767280       -1416.4113089010448     
  0.40000000467443897       -795.46535954487410       -787.43761607462511       -762.04619180761051       -873.19182437279949       -764.58446550813449       -767.72099641445720       -622.50426313804905       -1062.3085068363027     
  0.49999999873762135       -644.15554732868668       -639.33869708597490       -621.00491045768581       -726.05920078695908       -622.78595612150195       -625.04662046916792       -497.57496671561461       -849.84681754609153     
  0.60000002122251317       -537.76129964066320       -534.61529499826111       -520.88862998019113       -622.32977679054227       -522.19518450348085       -523.88354433519203       -414.12576838733668       -708.20565445052239     
  0.69999998686398612       -459.07295694515597       -456.89371144159202       -446.31468285644701       -545.47802217033700       -447.30626896418261       -448.60431455292530       -354.54673155506106       -607.03345096316741     
  0.80000000934887794       -398.71377781469744       -397.13768538049186       -388.79582189133384       -486.45812866787833       -389.56842235978189       -390.58971592384069       -310.11970882963755       -531.15425341815137     
  0.90000003183376975       -351.12912515236667       -349.95118816728234       -343.25249920853997       -439.89308786744624       -343.86702665815278       -344.68557876283251       -275.22227082887997       -472.13710296701498     
  0.99999999747524271       -312.81477184663555       -311.91138507796444       -306.45291664172856       -402.38144649863824       -306.94980982287979       -307.61575366474142       -247.48838636912839       -424.92340877304576     
   1.0999999631167157       -281.44812679903424       -280.74077937033144       -276.23987959507639       -371.66402369224937       -276.64703149470347       -277.19538639869262       -224.66269385136667       -386.29401995273588     
   1.2000000424450263       -255.42714671607374       -254.86384714768013       -251.11642090591042       -346.17987648194003       -251.45366109411654       -251.90967938467273       -205.72154360081862       -354.10282722526119     
   1.3000000080864993       -233.60972233675392       -233.15479021613197       -230.00982546920559       -324.81434389485901       -230.29161759810282       -230.67395274254693       -189.72440163723513       -326.86415773617733     
   1.3999999737279722       -215.15835653222331       -214.78663696593591       -212.12994952985315       -306.74941099472375       -212.36712721221318       -212.68982491360299       -176.06687507781416       -303.51672548158371     
   1.5000000530562829       -199.44412248929967       -199.13739029057348       -196.88103425588969       -291.36994352578307       -197.08185386827390       -197.35573036978985       -164.05144061597136       -283.28226178020896     
   1.6000000186977559       -185.98474604789061       -185.72953464468401       -183.80459662116718       -278.20381628379977       -183.97549337034059       -184.20899593484424       -153.75699308335612       -265.57712670907569     
   1.6999999843392288       -174.40342860825001       -174.18960016194814       -172.54136795362237       -266.88192731270419       -172.68737809258016       -172.88720994323680       -144.60925578604315       -249.95494800864975     
   1.8000000636675395       -164.40101062095556       -164.22079531741440       -162.80522855918070       -257.11096902235499       -162.93039879879635       -163.10194824761751       -136.52356294734636       -236.06855148350749     
   1.9000000293090125       -155.73651797201342       -155.58386687782669       -154.36512090906797       -248.65448151949110       -154.47272225414036       -154.62036388330856       -129.01808196564147       -223.64389533970299     
   1.9999999949504854       -148.21327129312982       -148.08342359612260       -147.03202629888119       -241.31941159245093       -147.12473322592263       -147.25206398408238       -122.46914614345835       -212.46170438652288     
   2.1000000742787961       -141.66888022156650       -141.55803819872108       -140.64954860280133       -234.94628322369226       -140.72956247454414       -140.83955997327493       -116.57430983795280       -202.34447270014928     
   2.1999999262334313       -135.96796038591114       -135.87306346612235       -135.08704783629926       -229.40200444789465       -135.15620760300493       -135.25135944858278       -111.13324948074089       -193.14700997636794     
   2.3000000055617420       -130.99654718193707       -130.91510257365854       -130.23436844652841       -224.57454271046740       -130.29421971289213       -130.37660636926728       -106.13750356048224       -184.74930724899534     
   2.4000000848900527       -126.65803496569814       -126.58799030236615       -125.99798405977633       -220.36886406757293       -126.04982396219991       -126.12122136479837       -101.75688430561864       -177.05141361263060     
   2.4999999368446879       -122.86994452188725       -122.80960979495940       -122.29794170116095       -216.70380148799987       -122.34287445467696       -122.40478362239548       -97.430868098242556       -169.96936737387429     
   2.6000000161729986       -119.56144890500299       -119.50940013478782       -119.06549522207851       -213.50961932689100       -119.10445778407413       -119.15816140974954       -93.685369985062650       -163.43207886808867     
   2.7000000955013093       -116.67145384248106       -116.62651100119061       -116.24128655201311       -210.72620648463217       -116.27508636295433       -116.32168702098332       -90.086632864327925       -157.37903432233833     
   2.7999999474559445       -114.14705792619951       -114.10821420245888       -113.77386667074111       -208.30142130226989       -113.80319098109433       -113.84363330593625       -86.820376282309823       -151.75836274079185     
   2.9000000267842552       -111.94226830308087       -111.90867424638628       -111.61846918304379       -206.18995565945755       -111.64391504764625       -111.67901731654391       -83.694388861973025       -146.52531164677447     
   3.0000001061125658       -110.01703895286570       -109.98797230871804       -109.73608635504624       -204.35237752057176       -109.75816605134146       -109.78863229694534       -80.824256902203601       -141.64113089010448     
   3.0999999580672011       -108.33640621056236       -108.31124848546871       -108.09264031621382       -202.75423833370854       -108.11179932975558       -108.13823853237361       -78.243296122765528       -137.07206885420416     
   3.2000000373955118       -106.86979376967552       -106.84801093510663       -106.65831388893469       -201.36541027992342       -106.67493689806490       -106.69787912081419       -75.677001004133629       -132.78856335453784     
   3.3000001167238224       -105.59044469834241       -105.57158330905479       -105.40700332585617       -200.15953904911734       -105.42142397761863       -105.44132740354310       -73.319437124792870       -128.76466444554956     
   3.3999999686784577       -104.47492222270598       -104.45858912489732       -104.31583129601272       -199.11351837482889       -104.32833847563025       -104.34560273842474       -71.125908107970815       -124.97747400432488     
   3.5000000480067683       -103.50267577574832       -103.48853165308020       -103.36473560242723       -198.20716151539781       -103.37557967798199       -103.39055141782434       -68.968860245867972       -121.40668624910704     
   3.6000001273350790       -102.65569879641298       -102.64345077339814       -102.53612582153939       -197.42267382618863       -102.54552633171861       -102.55850599472204       -67.040662827647296       -118.03427574175375     
   3.6999999792897142       -101.91819674331580       -101.90759228624064       -101.81457827897570       -196.74453927637774       -101.82272537948327       -101.83397428790482       -65.149555884596182       -114.84416488612779     
   3.8000000586180249       -101.27633804124883       -101.26715813052193       -101.18656263781666       -196.15915262695029       -101.19362127671590       -101.20336783181000       -63.386368496624996       -111.82194766985150     
   3.9000001379463356       -100.71797841587208       -100.71003348352269       -100.64022260597784       -195.65460242859615       -100.64633630944392       -100.65477926849861       -61.738077133578784       -108.95471606931116     
   3.9999999899009708       -100.23249376466288       -100.22561842118940       -100.16516852661334       -195.22042183133712       -100.17046271692114       -100.17777313555459       -60.069820263501384       -106.23085219326144     
   4.0999998418556061       -99.810572726430379       -99.804624573953063       -99.752296843458737       -194.84748374513899       -99.756879399243175       -99.763207564869006       -58.560089987433571       -103.63985953421466     
   4.2000001485575922       -99.444064692561383       -99.438919537312472       -99.393637009026207       -194.52776462540191       -99.397602655175803       -99.403078628373265       -57.133884552810571       -101.17223635007464     
   4.3000000005122274       -99.125842338216799       -99.121392976018114       -99.082219278358721       -194.25424974664045       -99.085649719085964       -99.090387266876860       -55.698632702558790       -98.819397127813815     
   4.3999998524668626       -98.849668313169246       -98.845821887138129       -98.811943345149203       -194.02087540399867       -98.814909923982711       -98.819007253435743       -54.406392436581982       -96.573504988183970     
   4.5000001591688488       -98.610092468073944       -98.606768040880013       -98.577477860566106       -193.82234657622831       -98.580042686883786       -98.583584946097943       -53.154602549838401       -94.427420593402999     
   4.6000000111234840       -98.402356745634037       -98.399484418873030       -98.374168876770099       -193.65396796442468       -98.376385781956046       -98.379447239533221       -51.931262823763511       -92.374653624497668     
   4.6999998630781192       -98.222305460029332       -98.219823949223837       -98.197950462186299       -193.51166618651101       -98.199865793502880       -98.202511243112369       -50.777141546579799       -90.409238314727716     
   4.8000001697801054       -98.066312435584535       -98.064169300727698       -98.045275282592527       -193.39190052343241       -98.046929812677377       -98.049214838553368       -49.710542147884148       -88.525706806315299     
   4.9000000217347406       -97.931218604662618       -97.929368243621923       -97.913052525666743       -193.29163646798918       -97.914481249350402       -97.916454510889380       -48.620432332232689       -86.719062411306325     
   4.9999998736893758       -97.814268906893645       -97.812671689953248       -97.798586528736550       -193.20818741065909       -97.799819882348430       -97.801523436568914       -47.623143390424680       -84.984683686937146     
   5.1000001803913619       -97.713064486668600       -97.711686127025715       -97.699529745132025       -193.13920451749198       -97.700594258300313       -97.702064477637137       -46.584643006828351       -83.318312288296781     
   5.2000000323459972       -97.625518225002224       -97.624329156309059       -97.613840309995055       -193.08269062563315       -97.614758802287056       -97.616027363956675       -45.694965363922485       -81.716039434044333     
   5.2999998843006324       -97.549813614481224       -97.548787997938987       -97.539740418342703       -193.03690026726136       -97.540532682708715       -97.541626915741830       -44.778061139237671       -80.174229618174522     
   5.4000001910026185       -97.484371230810041       -97.483486831272103       -97.475684398167289       -193.00032614718432       -97.476367657002740       -97.477311300587630       -43.921127839397975       -78.689517161169164     
   5.5000000429572538       -97.427819353179402       -97.427056929055169       -97.420329986119697       -192.97157296834118       -97.420919082916754       -97.421732629415999       -43.061880156691110       -77.258800796616640     
   5.5999998949118890       -97.378965889065142       -97.378308735131611       -97.372510452560107       -192.94959885259607       -97.373018211726645       -97.373719474140032       -42.229017328417029       -75.879181370395926     
   5.7000002016138751       -97.336775861985629       -97.336209598037399       -97.331212962967498       -192.93334644965540       -97.331650511342971       -97.332254851477543       -41.472289983794205       -74.547963626370802     
   5.8000000535685103       -97.300351841345616       -97.299864014097636       -97.295559202201744       -192.92199243024834       -97.295936158556572       -97.296456827262801       -40.726107271839886       -73.262655823387234     
   5.8999999055231456       -97.268914984818778       -97.268494802225675       -97.264786854238523       -192.91479401575481       -97.265111555911787       -97.265560032894925       -39.992831182367020       -72.020917712631700     
   6.0000002122251317       -97.241790084447530       -97.241428244740590       -97.238235103011391       -192.91113167275233       -97.238514719493821       -97.238900939928172       -39.293759108581959       -70.820565445052239     
   6.1000000641797669       -97.218392387778962       -97.218080871322840       -97.215331653555651       -192.91043806018780       -97.215572403262826       -97.215904918336136       -38.607048406381175       -69.659574299915079     
   6.1999999161344022       -97.198215115101590       -97.197946957841793       -97.195580439176240       -192.91224328900353       -97.195787683900107       -97.196073915198241       -37.918386385027787       -68.536034427102081     
   6.3000002228363883       -97.180819454512999       -97.180588672009605       -97.178552022139016       -192.91614570113279       -97.178730370735465       -97.178976714029844       -37.327884070005055       -67.448157566716432     
   6.4000000747910235       -97.165825883517257       -97.165627329463888       -97.163874869331366       -192.92176458025094       -97.164028337782412       -97.164240304336559       -36.679259202789879       -66.394281677268921     
   6.4999999267456587       -97.152905836845093       -97.152735024043437       -97.151227415674342       -192.92892435679008       -97.151359436635900       -97.151541785050711       -36.116938795303724       -65.372832690624776     
   6.6000002334476449       -97.141775147478072       -97.141628228779624       -97.140331505682397       -192.93720519936068       -97.140445060227947       -97.140601904686662       -35.493825619424392       -64.382332222774778     
   6.7000000854022801       -97.132188319171462       -97.132061974433242       -97.130946845020659       -192.94647637257466       -97.131044500332834       -97.131179376536977       -34.954141673493467       -63.421403325952966     
   6.7999999373569153       -97.123933027623650       -97.123824402478959       -97.122865600701431       -192.95652488937620       -97.122949566544364       -97.123065535208667       -34.394951972892663       -62.488737002162438     
   6.9000002440589014       -97.116825864899667       -97.116732481321534       -97.115908244421661       -192.96726302287411       -97.115980424886629       -97.116080114106509       -33.876155533262029       -61.583100387001949     
   7.0000000960135367       -97.110708506250504       -97.110628241325699       -97.109919797109356       -192.97839718110220       -97.109981837667448       -97.110067527568646       -33.360100612824702       -60.703343124553520     
