x		
0.7046	-4.22	5.49
0.74646	-5.3	6.1
0.79377	-6.3	5.61
0.84409	-5.02	6.02
0.88762	-4.8	6.25
0.94389	-4.63	5.75
1.00653	-4.03	6.35
1.08842	-5.02	5.03
1.19688	-3.36	5.45
1.28346	-4.35	5.29
1.43521	-3.33	6.39
1.66425	-3.35	4.69
1.968	-4.35	4.57
2.3271	-4.55	5.65
2.7212	-4.02	5.36
3.2088	-6.35	6.05
3.805	-7.47	7.8
4.4494	-10.36	10.78
5.2467	-13.09	12.57
6.1868	-17.19	16.1
7.2751	-20.26	20.09
